full_name,sex,profession,hourly_salary,date_of_birth,weight,height,city_of_origin,last_seen,satisfaction_score,sleep_1,sleep_2,sleep_3
Samuel Laurie,m,manager,12.0,12/19/90,67.0,183.0,New York,2208-02-24,0.689655172413793,6.1,9.0,9.5
Scott Smith,m,bartender,12.0,1/27/92,92.0,163.0,Vancouver,2208-02-24,0.586206896551724,9.0,6.5,8.0
Scott Forster,m,clerk,16.3,12/10/79,90.0,186.0,Toronto,2208-02-19,0.8160919540229886,9.0,6.8,9.4
Sara Lennon,f,laborer,14.1,9/8/71,66.0,178.0,Toronto,2208-02-17,0.586206896551724,8.2,8.3,6.9
Linda Radcliffe,f,trader,15.0,7/10/97,76.0,189.0,Sydney,2208-02-19,0.9022988505747127,7.5,10.0,8.8
David Golding,m,trader,15.0,6/7/72,69.0,165.0,Montreal,2208-02-23,0.7586206896551725,7.4,7.9,10.5
Julia Walker,f,electrician,14.5,6/2/76,74.0,165.0,New York,2208-02-24,0.7528735632183908,8.7,7.1,8.8
Anna Taylor,f,laborer,13.9,7/28/64,72.0,172.0,Birmingham,2208-02-22,0.5344827586206898,7.5,7.4,6.6
Carl Marquez,m,developer,14.2,8/11/85,65.0,184.0,,2208-02-21,0.7873563218390806,,8.3,8.2
Larry Martinez,m,laborer,13.8,4/25/90,88.0,167.0,Melbourne,2208-02-24,0.7931034482758621,8.7,7.2,9.2
Grace Bradbury,f,cook,11.9,1/5/96,89.0,189.0,Manchester,2208-02-24,0.6034482758620688,9.2,9.1,8.0
Lisa Smith,f,developer,14.5,2/7/79,89.0,160.0,Brisbane,2208-02-22,0.7701149425287357,,8.0,8.9
Timothy Radcliffe,m,trader,15.0,5/15/63,68.0,176.0,Birmingham,2208-02-22,0.5919540229885056,,6.4,7.0
Victoria Davis,f,electrician,14.0,2/20/90,80.0,171.0,,2208-02-17,0.7471264367816091,8.0,7.1,7.6
Austin Clark,m,developer,14.0,12/20/77,87.0,194.0,Birmingham,2208-02-12,0.614942528735632,7.4,9.2,
Catherine Laurie,f,plant worker,10.0,5/25/75,90.0,180.0,London,2208-02-24,0.3735632183908046,8.6,7.4,7.8
Helen Gilmour,f,bookkeeper,16.0,1/1/87,70.0,185.0,Sydney,,0.9022988505747128,8.9,7.4,8.0
Thomas Griffin,m,clerk,16.0,,80.0,187.0,New York,2208-02-18,,8.3,7.6,7.1
Bruce Dreiser,m,plant worker,9.7,9/22/63,77.0,162.0,Birmingham,2208-02-22,0.4022988505747126,7.3,9.9,
Louis Robinson,m,carpenter,14.0,6/3/73,75.0,178.0,Sydney,2208-02-17,,7.9,7.7,9.5
,f,bartender,12.0,8/6/95,83.0,190.0,Sydney,2208-02-13,0.660919540229885,9.7,8.6,
Amy Weasley,f,electrician,13.9,10/17/75,82.0,190.0,Melbourne,2208-02-12,0.5977011494252874,7.1,8.4,7.3
Aaron Robinson,m,cook,12.0,8/17/84,,165.0,Birmingham,2208-02-19,0.5977011494252874,8.7,8.2,8.8
Vincent Banner,m,manager,12.5,3/22/62,89.0,187.0,Melbourne,2208-02-24,0.5574712643678161,7.2,9.2,
Philip Hall,m,manager,12.3,6/4/70,,,Birmingham,2208-02-17,0.47701149425287354,7.6,,10.8
Natalie Jones,f,plant worker,9.8,1/17/72,93.0,161.0,Manchester,2208-02-24,0.4022988505747127,7.5,6.3,8.3
Nancy Thomas,f,plant worker,,5/14/88,87.0,161.0,New York,2208-02-19,0.5229885057471264,8.0,7.5,7.3
Paul Wilson,m,manager,,10/8/65,89.0,180.0,Seattle,2208-02-23,0.47126436781609193,8.2,7.2,7.4
Susan Hemingway,f,clerk,16.0,2/2/66,89.0,171.0,Birmingham,2208-02-24,0.6666666666666666,10.1,8.4,9.6
Christina Clark,f,,15.0,3/10/98,67.0,192.0,Vancouver,2208-02-24,,7.8,8.1,9.4
Ryan Gallager,m,,8.5,9/24/75,90.0,197.0,Los Angeles,2208-02-13,0.3448275862068965,8.0,6.8,9.1
Ryan Cobain,m,cashier,10.3,2/9/60,90.0,190.0,Seattle,2208-02-24,0.3045977011494253,6.2,7.0,8.5
Mark Jagger,m,,,4/6/77,89.0,180.0,New York,2208-02-13,0.6149425287356323,6.9,7.3,9.0
Tyler Lennon,m,carpenter,14.2,4/23/84,66.0,173.0,Brisbane,2208-02-24,0.7241379310344828,8.8,7.0,8.4
Janet Williams,f,plant worker,10.0,1/23/74,84.0,180.0,Los Angeles,2208-02-24,0.367816091954023,9.0,7.9,
Richard Harris,m,police officer,14.5,2/22/84,85.0,192.0,Toronto,2208-02-24,0.7413793103448276,6.3,7.7,8.5
Kimberly Griffin,f,plant worker,10.0,6/5/93,67.0,,Montreal,2208-02-24,0.5919540229885057,8.6,9.1,9.8
Sharon Lennon,f,trader,15.5,6/10/81,83.0,178.0,Seattle,2208-02-24,0.7816091954022989,8.4,8.3,6.8
Jacob Jackson,m,cashier,10.1,6/8/72,75.0,188.0,Brisbane,2208-02-18,0.47701149425287354,8.6,9.4,8.7
Joan Walker,f,bartender,12.0,4/28/81,85.0,161.0,,2208-02-20,0.5229885057471264,7.6,7.7,6.6
Rebecca Brown,f,bookkeeper,16.0,6/6/77,69.0,176.0,Toronto,2208-02-24,0.7298850574712644,5.9,8.7,7.4
Willie Williams,m,clerk,16.3,6/9/80,65.0,172.0,Toronto,2208-02-24,0.764367816091954,7.8,8.6,8.2
Keith Morrison,m,plant worker,10.2,3/19/80,82.0,162.0,Sydney,2208-02-20,0.471264367816092,10.3,8.4,10.1
Terry Forster,m,clerk,16.0,4/4/62,72.0,160.0,Seattle,2208-02-24,,7.6,6.7,7.5
Jessica Johnson,f,electrician,13.7,11/11/85,,176.0,Los Angeles,2208-02-24,0.7011494252873564,8.4,7.0,9.1
Ronald Martinez,m,clerk,16.3,12/17/98,70.0,161.0,London,2208-02-14,0.867816091954023,8.7,7.6,8.6
Marie Mercury,f,,14.0,5/17/73,87.0,170.0,London,2208-02-24,0.6494252873563218,9.4,5.9,8.3
Juan Wright,,cook,12.5,5/25/86,72.0,194.0,Birmingham,2208-02-24,0.6954022988505747,6.6,7.7,7.4
Margaret Cobain,f,carpenter,14.3,8/25/69,75.0,192.0,Los Angeles,2208-02-23,0.7011494252873565,9.3,11.0,8.3
Austin Jackson,m,developer,14.0,5/16/83,94.0,167.0,Brisbane,2208-02-21,0.764367816091954,8.6,7.5,8.2
Frances Banner,f,bookkeeper,15.5,5/6/96,68.0,180.0,,2208-02-13,0.867816091954023,8.5,7.4,8.6
Debra Hernandez,f,carpenter,13.7,7/2/74,82.0,170.0,Brisbane,2208-02-14,0.6379310344827586,8.1,7.9,8.3
Carol McConaughey,f,manager,12.0,2/18/75,92.0,171.0,Montreal,2208-02-16,,6.4,6.8,8.9
Lisa Huxley,f,manager,11.9,3/13/76,87.0,168.0,Sydney,2208-02-24,0.5459770114942528,8.8,8.3,8.8
Joshua White,m,police officer,14.0,9/15/90,72.0,180.0,Birmingham,2208-02-24,0.6896551724137929,8.1,7.6,9.2
,f,bookkeeper,16.5,2/24/64,93.0,171.0,Birmingham,2208-02-17,0.7413793103448276,6.3,8.0,9.2
Raymond Lawrence,m,carpenter,14.3,3/17/92,67.0,173.0,Sydney,2208-02-21,0.8333333333333335,6.7,7.2,8.6
Michael Golding,m,manager,12.2,1/24/87,85.0,183.0,Melbourne,2208-02-22,0.6839080459770115,7.9,5.7,7.6
Bryan Robinson,m,electrician,,,77.0,161.0,New York,2208-02-15,0.6494252873563218,,7.8,7.9
Samantha Gonzalez,f,laborer,13.5,4/20/86,74.0,176.0,Manchester,2208-02-17,0.7528735632183908,,7.9,8.6
Noah Golding,m,bartender,12.0,6/25/88,90.0,181.0,Sydney,2208-02-20,0.67816091954023,6.7,,7.0
Sharon Vonnegut,f,manager,11.9,6/28/80,82.0,170.0,Birmingham,2208-02-19,,7.5,7.8,7.2
Jennifer Garcia,f,bartender,11.5,7/24/86,70.0,177.0,Birmingham,2208-02-13,0.5804597701149424,8.5,8.4,9.0
Stephen Gilmour,m,carpenter,13.5,9/17/76,69.0,195.0,London,2208-02-13,0.6954022988505748,8.1,7.9,9.3
Denise Golding,f,clerk,15.7,,86.0,168.0,Toronto,2208-02-24,,7.3,9.1,6.7
Andrea Perez,f,clerk,16.5,,73.0,187.0,New York,2208-02-24,0.9367816091954022,7.3,9.5,8.0
Andrea Banner,f,cashier,9.7,4/17/84,92.0,196.0,New York,2208-02-17,0.40804597701149425,7.8,7.7,8.3
Janet Wilson,f,developer,14.3,6/26/92,82.0,171.0,New York,2208-02-13,0.8333333333333335,7.1,7.1,9.4
Douglas Morrison,m,electrician,14.3,,70.0,197.0,London,2208-02-24,0.6149425287356323,8.0,7.1,8.7
Jerry Holmes,m,bartender,12.0,10/9/78,72.0,170.0,Birmingham,2208-02-22,0.6206896551724138,8.2,8.4,8.1
Gary Huxley,m,plant worker,10.0,6/9/78,77.0,170.0,Melbourne,2208-02-14,0.5057471264367817,8.0,7.6,8.7
Patrick Thomas,m,police officer,13.9,6/14/62,,189.0,London,2208-02-15,0.5229885057471266,9.7,8.5,9.4
Alice McConaughey,f,cook,12.0,2/22/86,65.0,183.0,Toronto,2208-02-24,0.5517241379310345,8.7,6.4,8.8
Lisa Orwell,f,carpenter,14.2,7/16/93,79.0,178.0,Vancouver,2208-02-18,0.7758620689655171,6.3,6.9,6.9
Benjamin O'Hara,m,,14.0,4/12/98,77.0,177.0,Brisbane,2208-02-23,0.8505747126436781,7.4,7.3,8.1
Nathan Johnson,m,plant worker,9.5,3/1/97,66.0,172.0,Sydney,2208-02-24,0.5862068965517242,6.6,8.6,8.1
Sophia Jackson,f,bartender,12.3,3/9/77,90.0,178.0,Brisbane,2208-02-12,0.632183908045977,8.4,8.9,6.9
Gerald Davis,m,developer,14.0,9/22/67,91.0,174.0,Melbourne,2208-02-24,0.614942528735632,,7.6,7.8
Jesse Wright,m,bookkeeper,16.0,10/6/87,86.0,167.0,Melbourne,2208-02-24,0.7873563218390806,9.4,7.3,8.2
Nancy Anderson,f,manager,12.0,9/3/64,72.0,164.0,New York,2208-02-22,0.48275862068965514,7.2,6.8,8.1
Grace Lawrence,f,cook,12.0,9/16/66,67.0,198.0,Sydney,2208-02-23,0.49425287356321834,7.7,9.5,11.1
Roger Griffin,m,manager,12.5,,67.0,177.0,Melbourne,2208-02-24,0.5689655172413793,9.4,9.1,7.8
Sandra Holmes,f,server,9.9,8/12/62,,189.0,New York,2208-02-20,0.2931034482758621,8.1,7.5,8.8
,m,janitor,7.5,10/14/66,82.0,182.0,Sydney,2208-02-13,0.23563218390804597,6.0,7.5,
Christine Conrad,f,developer,14.0,7/6/78,81.0,190.0,Toronto,2208-02-22,0.735632183908046,8.1,8.2,7.2
Christian Carry,m,manager,12.0,1/16/89,92.0,186.0,Vancouver,,0.6264367816091954,8.8,7.4,6.6
Ruth Forster,f,trader,14.7,8/13/63,69.0,181.0,Melbourne,2208-02-13,0.632183908045977,6.6,9.0,9.8
Sophia Robinson,f,cashier,9.7,10/19/63,89.0,197.0,Toronto,2208-02-24,0.28735632183908044,7.0,7.6,7.6
Kyle Heller,m,gardener,9.9,9/17/64,84.0,184.0,Manchester,2208-02-24,0.3045977011494253,6.8,6.9,8.0
Janet Wright,f,trader,14.5,9/10/74,78.0,198.0,Melbourne,2208-02-18,0.6839080459770115,,9.1,7.6
Frank Miller,m,gardener,10.0,8/26/75,89.0,179.0,Seattle,2208-02-17,0.4310344827586207,7.9,8.1,9.8
Christine Gonzalez,f,clerk,16.0,3/23/73,73.0,190.0,London,2208-02-24,0.7068965517241379,,7.5,8.6
,m,manager,12.2,,68.0,182.0,London,2208-02-18,0.6436781609195402,7.8,,8.2
Arthur Heller,m,gardener,10.3,10/18/88,79.0,164.0,Montreal,2208-02-23,0.4655172413793104,7.2,7.2,9.9
Christopher Banner,,electrician,13.7,8/26/75,69.0,181.0,London,2208-02-22,0.7011494252873564,6.6,8.5,7.0
Larry Waters,m,clerk,16.3,9/23/62,79.0,174.0,Seattle,2208-02-21,0.7183908045977011,7.6,8.0,7.1
Anna Thomas,,clerk,16.0,4/3/85,87.0,176.0,Melbourne,2208-02-12,0.8333333333333335,7.8,,7.2
Austin Marquez,m,janitor,8.3,9/14/89,82.0,175.0,Los Angeles,2208-02-19,0.471264367816092,7.3,7.4,8.1
Joseph Waters,m,developer,13.9,4/15/90,87.0,169.0,Sydney,2208-02-12,0.7413793103448276,6.9,7.6,6.3
Brandon Thomas,m,carpenter,13.5,5/7/80,89.0,189.0,Vancouver,2208-02-24,0.603448275862069,8.6,7.9,8.9
Kayla Lewis,f,cashier,10.0,3/22/94,73.0,162.0,Los Angeles,2208-02-24,0.5402298850574713,7.1,7.8,7.7
Roy Perez,m,developer,13.7,3/9/87,,188.0,London,2208-02-21,0.7701149425287356,8.6,7.8,7.3
Denise Perez,f,server,9.8,11/10/77,75.0,172.0,Montreal,2208-02-15,0.48850574712643685,6.7,,7.9
Frank Potter,m,electrician,14.2,5/1/61,66.0,175.0,Seattle,2208-02-21,0.5919540229885056,8.0,7.8,7.3
Susan Hall,f,carpenter,14.5,9/7/89,71.0,178.0,Brisbane,2208-02-24,,5.4,7.0,8.0
Eric Burgess,,cashier,10.0,11/3/86,94.0,194.0,Birmingham,2208-02-16,0.4367816091954023,7.7,8.5,8.9
Angela Moore,f,laborer,14.3,,74.0,199.0,Montreal,2208-02-22,0.6724137931034484,8.7,8.5,6.9
Andrew Griffin,m,carpenter,,3/2/62,80.0,192.0,Melbourne,2208-02-20,0.5862068965517242,7.5,8.4,9.1
Juan Fry,m,bartender,11.7,4/10/73,80.0,197.0,Manchester,2208-02-24,0.4597701149425287,9.2,8.1,8.8
Helen Lewis,f,developer,14.3,8/19/94,68.0,172.0,Brisbane,2208-02-23,,,,8.8
Larry Potter,m,cook,12.0,4/27/97,90.0,187.0,Vancouver,2208-02-17,0.6724137931034483,8.9,,10.4
Kelly Jagger,f,electrician,14.0,,83.0,190.0,Los Angeles,2208-02-24,0.7298850574712643,8.1,7.4,7.7
Patricia Jones,,manager,12.3,12/1/88,80.0,177.0,Seattle,2208-02-24,0.6379310344827586,6.5,7.4,9.5
Jacob Morrison,m,laborer,14.5,11/2/90,92.0,197.0,,2208-02-18,0.7758620689655171,7.3,9.5,6.9
Rachel Martin,f,bookkeeper,16.0,12/25/66,77.0,197.0,Birmingham,2208-02-13,0.6666666666666666,8.4,8.2,7.0
James Dreiser,m,trader,15.0,5/27/70,69.0,161.0,London,2208-02-16,0.6321839080459769,8.4,9.6,7.5
Jean Radcliffe,f,electrician,13.8,11/4/76,69.0,178.0,Manchester,2208-02-12,0.7126436781609197,8.9,9.1,9.1
Noah Rodriguez,m,laborer,14.2,10/24/86,76.0,193.0,,2208-02-20,0.793103448275862,4.7,,7.2
Gloria Radcliffe,f,janitor,8.0,1/20/71,85.0,172.0,Toronto,2208-02-21,,7.7,8.3,8.4
Juan Davis,m,cashier,10.0,12/21/63,92.0,162.0,Birmingham,2208-02-24,0.3620689655172414,7.2,,6.4
Shirley Jagger,f,manager,12.0,10/16/65,75.0,173.0,Vancouver,2208-02-22,0.5459770114942528,8.3,8.7,8.0
Frances Johnson,f,bookkeeper,15.7,,,191.0,Sydney,2208-02-22,0.8333333333333333,8.9,6.0,8.0
Sara Gallager,,bartender,12.5,11/13/92,71.0,181.0,Melbourne,2208-02-18,0.6724137931034483,7.1,8.8,9.1
Carl Woolf,,cashier,,3/7/93,69.0,194.0,London,2208-02-17,0.5057471264367815,7.2,8.9,9.0
Lawrence Fitzgerald,m,electrician,14.0,4/6/66,73.0,180.0,Manchester,2208-02-17,0.6091954022988505,8.8,7.0,7.0
Christina Jackson,f,laborer,14.0,2/25/63,71.0,195.0,Vancouver,2208-02-15,,9.4,7.9,8.5
Arthur Morrison,m,police officer,14.0,12/18/77,66.0,170.0,Seattle,2208-02-22,0.7298850574712644,9.8,8.4,6.8
Victoria Vonnegut,f,carpenter,13.8,,92.0,183.0,London,2208-02-13,0.7241379310344829,7.6,7.5,7.9
Kelly Orwell,f,psychologist,16.1,7/2/73,66.0,177.0,Los Angeles,2208-02-22,0.8275862068965518,6.0,8.8,
Megan Hernandez,f,carpenter,14.0,12/12/67,76.0,195.0,London,2208-02-19,0.557471264367816,9.1,8.8,10.3
Jesse Bradbury,m,manager,12.3,1/16/67,65.0,186.0,London,2208-02-22,0.5747126436781609,7.7,7.5,9.1
Aaron Lopez,m,,11.9,7/1/72,91.0,170.0,Birmingham,2208-02-24,0.5804597701149425,7.0,8.1,7.9
Lauren Martin,f,plant worker,10.0,3/10/94,81.0,163.0,Manchester,2208-02-18,0.5402298850574713,6.6,6.8,8.0
Kimberly Dreiser,f,police officer,13.5,5/28/81,77.0,168.0,Vancouver,2208-02-24,0.6091954022988506,8.5,6.6,7.9
Jacqueline Cobain,f,server,10.5,9/24/73,90.0,185.0,Sydney,2208-02-24,0.39080459770114945,,10.4,8.1
Rachel Fry,f,bookkeeper,15.7,5/20/74,70.0,192.0,Los Angeles,2208-02-18,0.6954022988505746,,9.7,7.3
Joan Hernandez,f,carpenter,13.7,7/2/81,91.0,175.0,Seattle,2208-02-23,0.735632183908046,8.7,6.8,5.9
Christian Proust,m,gardener,10.0,9/12/62,89.0,196.0,Manchester,2208-02-14,,8.5,6.8,6.8
Kathryn Hemingway,f,developer,14.0,12/25/61,92.0,181.0,Toronto,2208-02-20,0.5229885057471263,6.9,7.6,8.3
Amy Lawrence,f,cook,12.3,10/5/97,77.0,184.0,Sydney,2208-02-14,0.6321839080459769,9.3,8.9,9.1
Gabriel Robinson,m,police officer,13.7,7/21/75,66.0,185.0,Birmingham,2208-02-24,0.7011494252873564,8.8,8.6,9.0
Isabella Griffin,f,plant worker,10.5,3/9/79,90.0,160.0,Manchester,2208-02-24,0.5402298850574713,8.5,7.7,7.5
Emma Laurie,f,gardener,9.7,9/27/66,82.0,177.0,Montreal,2208-02-21,0.30459770114942525,9.2,6.3,
Eugene Hemingway,m,police officer,14.5,12/9/78,,174.0,Melbourne,2208-02-22,0.7068965517241379,7.0,9.6,6.4
Emily Orwell,f,clerk,15.7,5/27/91,84.0,175.0,Los Angeles,2208-02-13,0.7931034482758619,8.0,10.2,6.7
Evelyn Weasley,f,cook,12.0,4/23/66,65.0,163.0,,2208-02-20,0.43678160919540227,8.9,6.6,6.8
Kimberly Cobain,f,carpenter,13.7,11/20/85,66.0,,Sydney,2208-02-13,0.7011494252873564,7.1,8.9,
Lauren Griffin,,plant worker,10.0,10/8/67,68.0,166.0,Montreal,2208-02-23,0.44252873563218387,7.4,6.3,12.0
Melissa Golding,f,bartender,11.7,12/17/83,82.0,189.0,Brisbane,2208-02-13,0.6321839080459769,,5.2,7.3
Joe Granger,m,trader,,5/16/60,82.0,167.0,Manchester,2208-02-24,0.6379310344827586,8.1,8.4,
Ruth Jackson,f,laborer,13.5,11/14/80,66.0,,London,2208-02-15,0.6609195402298851,9.2,9.3,6.6
Amy Wright,f,janitor,8.0,12/16/79,90.0,198.0,Los Angeles,2208-02-13,0.339080459770115,6.5,7.7,7.9
Vincent Thompson,m,clerk,,,70.0,196.0,New York,2208-02-23,0.8505747126436782,7.5,6.7,8.0
Kathryn Huxley,f,electrician,14.5,9/15/91,90.0,197.0,London,2208-02-15,0.7816091954022988,7.9,8.0,8.4
Judy Jackson,,developer,14.0,,88.0,170.0,Montreal,2208-02-24,0.6724137931034483,9.7,5.7,9.8
Maria Jackson,f,bookkeeper,16.1,1/21/90,87.0,175.0,Los Angeles,2208-02-17,0.9252873563218391,8.6,7.9,6.5
Anna Fry,f,janitor,8.0,3/5/76,84.0,182.0,New York,2208-02-24,0.32183908045977017,8.2,8.9,6.7
Grace Wilson,f,laborer,14.0,1/19/92,75.0,177.0,Los Angeles,2208-02-16,0.8160919540229885,9.2,,9.1
Douglas Conrad,m,clerk,,8/1/73,73.0,165.0,Brisbane,2208-02-24,0.764367816091954,7.8,7.6,7.6
Sarah Bradbury,f,,16.0,7/11/97,83.0,197.0,Birmingham,2208-02-24,0.9022988505747127,7.3,9.6,6.2
Katherine Mercury,f,bookkeeper,16.0,7/15/96,71.0,180.0,New York,2208-02-19,0.8390804597701149,8.6,7.2,8.6
Frances Kafka,f,server,10.0,6/28/74,82.0,163.0,Brisbane,2208-02-12,0.48275862068965514,9.7,5.6,7.8
Larry Walker,m,cook,12.5,7/17/64,90.0,187.0,Brisbane,2208-02-22,0.5689655172413793,8.1,7.7,8.0
Helen Rodriguez,f,police officer,14.1,9/22/61,73.0,174.0,Brisbane,2208-02-18,0.5862068965517242,6.5,7.6,7.4
Eugene Radcliffe,m,doctor,16.0,12/23/97,73.0,177.0,Melbourne,2208-02-24,0.8448275862068966,6.4,6.9,7.0
Christian Potter,m,developer,14.0,12/23/77,75.0,187.0,Los Angeles,2208-02-24,0.7298850574712644,8.3,7.4,6.6
Amanda Rodriguez,f,,16.5,2/21/95,71.0,183.0,Montreal,2208-02-24,0.9195402298850573,8.2,8.3,10.2
Kayla Huxley,f,carpenter,,11/25/79,66.0,183.0,Sydney,2208-02-23,0.7413793103448276,10.3,8.5,9.1
,f,bartender,12.5,6/8/66,90.0,185.0,Los Angeles,2208-02-22,0.46551724137931033,7.8,7.6,9.4
Harold Salinger,m,developer,14.0,1/19/73,78.0,185.0,Seattle,2208-02-23,0.5919540229885056,,7.6,8.0
Karen Hernandez,f,carpenter,,3/9/94,78.0,163.0,Montreal,2208-02-19,0.7758620689655171,6.0,6.9,8.3
Catherine London,f,bartender,12.3,7/9/93,74.0,160.0,Melbourne,,0.6091954022988505,7.9,8.6,7.5
Nicole Laurie,f,carpenter,14.0,7/17/65,76.0,,New York,2208-02-24,0.5459770114942528,8.5,6.0,8.0
Richard Thomas,m,server,10.1,11/24/88,72.0,164.0,London,2208-02-16,0.5114942528735632,8.7,,8.7
Gary Maddison,m,carpenter,14.5,9/6/63,70.0,172.0,Brisbane,,0.6206896551724138,6.5,8.5,9.9
Sean Thompson,m,bartender,12.0,,75.0,190.0,Manchester,2208-02-13,,8.8,7.7,8.5
Nathan Miller,m,plant worker,9.7,5/12/74,90.0,161.0,Birmingham,2208-02-14,0.3505747126436782,8.2,7.9,8.9
Martha London,f,carpenter,14.3,9/13/69,80.0,197.0,Melbourne,2208-02-24,0.5862068965517242,7.4,8.9,8.4
Deborah Kafka,f,laborer,14.3,2/10/61,88.0,173.0,Brisbane,2208-02-13,0.6551724137931035,8.0,8.0,9.4
Andrew Lee,m,cashier,10.0,8/9/83,69.0,195.0,Montreal,2208-02-22,0.41954022988505746,8.0,8.3,8.6
Keith Fry,m,bookkeeper,16.0,4/24/87,85.0,183.0,Toronto,2208-02-24,0.9022988505747128,9.3,7.8,7.8
Walter Orwell,m,,10.5,1/6/87,82.0,198.0,Vancouver,2208-02-22,0.471264367816092,7.3,9.9,8.3
Angela O'Hara,f,trader,15.0,8/25/65,70.0,181.0,Sydney,2208-02-12,0.6034482758620688,,8.4,9.3
Megan Weasley,f,clerk,16.0,8/23/78,86.0,163.0,Los Angeles,2208-02-19,0.8505747126436782,9.1,,6.6
Samantha Potter,f,electrician,14.1,7/11/84,91.0,192.0,Vancouver,2208-02-23,0.660919540229885,8.4,5.9,9.0
Christina Cobain,f,plant worker,10.2,8/13/78,89.0,183.0,Sydney,2208-02-14,0.4022988505747127,7.8,7.0,7.1
Noah Mikkelsen,m,gardener,9.9,12/3/61,67.0,161.0,Los Angeles,2208-02-16,0.4022988505747126,8.5,9.5,6.7
Billy Roth,m,manager,12.1,2/28/90,84.0,161.0,Birmingham,2208-02-19,0.5804597701149424,6.2,7.4,9.6
Margaret Thomas,f,developer,14.0,2/13/78,77.0,169.0,Manchester,2208-02-22,0.6781609195402298,6.6,7.0,8.1
Alan Davis,m,carpenter,14.5,6/14/69,86.0,198.0,New York,2208-02-24,0.5977011494252873,8.1,8.7,8.0
Harold White,m,trader,15.5,7/5/91,73.0,167.0,New York,2208-02-12,0.7816091954022988,8.9,9.0,7.6
Judy Martin,,police officer,14.0,7/13/65,83.0,,Sydney,2208-02-12,0.660919540229885,8.3,8.7,8.8
James Miller,m,cook,12.2,8/23/95,94.0,183.0,Vancouver,2208-02-24,0.6724137931034483,8.5,7.5,8.2
Emma Johnson,f,bookkeeper,16.0,,65.0,160.0,Melbourne,2208-02-24,0.7758620689655173,9.3,9.1,7.8
Ruth Johnson,f,developer,13.7,8/26/85,87.0,178.0,Toronto,2208-02-22,0.6436781609195402,9.0,5.9,8.6
Megan Conrad,,laborer,14.3,3/4/88,75.0,181.0,Birmingham,2208-02-19,0.810344827586207,,7.7,9.1
Sean Gilmour,m,trader,14.9,12/9/82,78.0,197.0,Montreal,2208-02-24,0.810344827586207,8.7,7.7,8.5
Juan Salinger,m,bookkeeper,16.3,8/10/72,81.0,171.0,Birmingham,2208-02-24,0.7758620689655173,6.9,7.5,7.9
Rachel Moore,f,laborer,13.5,5/7/81,71.0,179.0,Toronto,2208-02-24,0.7241379310344829,6.9,6.7,8.6
Amy Vonnegut,f,carpenter,,1/2/90,85.0,176.0,Manchester,2208-02-22,0.7586206896551724,8.2,7.7,7.8
Marie Perez,f,cashier,10.0,,72.0,179.0,London,2208-02-14,0.4597701149425288,8.1,7.5,8.6
Terry Laurie,,bartender,11.9,7/22/71,89.0,190.0,Toronto,2208-02-17,0.5747126436781609,8.6,8.8,7.9
Diane Hall,,carpenter,14.0,1/15/73,75.0,179.0,Seattle,2208-02-13,0.6494252873563218,7.0,8.3,10.5
Bradley Martinez,m,developer,13.5,7/14/83,88.0,184.0,Seattle,2208-02-12,0.6206896551724138,8.2,9.7,8.1
Jeremy Forster,m,server,10.0,11/25/66,93.0,187.0,Brisbane,2208-02-22,0.3793103448275862,7.7,9.8,6.9
Nancy Joyce,f,cook,11.7,5/7/79,72.0,167.0,Toronto,2208-02-15,0.6091954022988506,8.7,7.8,9.7
,m,electrician,14.0,11/20/86,88.0,197.0,Montreal,2208-02-22,0.6666666666666665,6.0,7.6,8.6
Marie Laurie,f,trader,15.0,10/6/86,82.0,188.0,Manchester,,0.7241379310344827,7.0,7.0,8.0
Anna Maddison,f,police officer,14.0,8/3/84,81.0,174.0,,2208-02-13,0.7701149425287357,7.4,7.7,7.8
Madison Perez,,manager,,11/1/93,87.0,181.0,Vancouver,2208-02-12,0.7068965517241379,5.9,6.5,7.7
Rachel Banner,f,cashier,10.0,9/4/63,76.0,172.0,Manchester,2208-02-15,0.3045977011494253,7.5,7.7,8.4
Frank Brown,m,janitor,7.5,7/23/73,94.0,184.0,Sydney,2208-02-23,0.21839080459770116,9.7,7.5,8.2
Sarah Weasley,f,server,10.0,10/23/92,70.0,195.0,Sydney,2208-02-23,0.5287356321839081,7.9,7.6,9.2
Shirley Banner,f,bookkeeper,15.8,8/3/94,86.0,194.0,New York,2208-02-13,0.8160919540229885,6.9,7.5,7.0
Stephen Watson,m,laborer,14.0,4/13/61,85.0,190.0,Montreal,2208-02-19,0.6379310344827586,8.8,,9.3
Betty Wilson,f,manager,12.0,10/22/93,94.0,164.0,Sydney,2208-02-24,0.7068965517241379,7.2,9.1,7.8
Carl Waters,m,carpenter,14.3,2/7/62,79.0,193.0,Los Angeles,2208-02-16,0.6034482758620692,8.1,10.8,8.8
Bobby Lee,m,bookkeeper,15.9,10/26/83,86.0,181.0,Seattle,2208-02-24,0.8735632183908048,9.2,7.0,8.6
Catherine Conrad,f,cashier,10.0,4/20/77,69.0,185.0,Montreal,2208-02-24,0.38505747126436785,9.1,7.6,9.3
Charles Dickens,m,clerk,15.7,6/26/83,92.0,189.0,Los Angeles,2208-02-12,0.8045977011494252,8.3,9.5,6.7
Michelle Bradbury,f,cashier,10.0,12/8/78,71.0,178.0,Manchester,2208-02-23,0.5057471264367817,9.2,8.6,9.4
